"97403","aapso","aapso","-1","80","with this familiarity with communists and this affiliation to the *aapso* we are opening the door to communist infiltration into malta and the mediterranean this russia has long been wishing and working for and the leaders of the mlp are giving it the opportunity the vast mass of the maltese do not want in our country this communist infiltration and influence they have told us on this occasion and on others that they are ready to receive help moral and also material without strings from russia and naturally from the *aapso* has russia ever given help for nothing why would"
"3089","abandon","abandoned","8575","62","to call upon the red army but they were not *abandoned* in their hour of need all over italy children and grown men and women reported visions of the virgin mary in rome at tre fontane in gimigliano in lucca in ponsacco marta frascati liceta nocera superiore the faithful gathered in crowds to keep vigil at these sites mass demonstrations of devotion to the holy mother they knew they had not been *abandoned* the mater boni consilii guided the electorate and when"
"16565","abolish","abolish","-1","55","and we fight for them we are not seeking to *abolish* them there is no shame in poverty it is the blank page on which the divine word is written they will always be with us we have been told nam semper pauperes habetis vobiscum those that start out despising the poor only in the abstract those that profess to hate poverty and seek to *abolish* its existence will always fail in abolishing poverty and"
"16572","abolish","abolishing","-1","7","abstract those that profess to hate poverty and seek to *abolish* its existence will always fail in *abolishing* poverty and simply end up despising the poor for"
"16620","abolish","abolish","-1","48","and seek to *abolish* its existence will always fail in *abolishing* poverty and simply end up despising the poor for falling behind for ruining their plan and telling them they have no right to exist no right for their children to come into the world mintoff will set out to do all this he will set out to abolish poverty he will sow the seeds of class hatred"
"16634","abolish","abolishing","-1","14","out to do all this he will set out to *abolish* poverty he will sow the seeds of class hatred in the name of *abolishing* poverty he will fail of course he will solve"
"19738","abolish","abolish","-1","43","routes with regard to the food subsidies either they were *abolished* which would inevitably mean that wages in malta would rise and consequently his majesty's government would have to pay service workers more or that the subsidies would be wholly or partially retained listowel said they had opted for the first option to *abolish* the food subsidies which would almost inevitably lead to"
"68908","absolution","absolution","-1","58","newspaper was interdicted they were to be denied the sacraments *absolution* of their sins at the confessional communion at the altar they could not be married in church nor could they be be buried in consecrated ground anyone who not only voted for the labour party but also abstained from voting for no clear reason would not only be committing a mortal sin but would also be refused *absolution* borg olivier the nationalist party leader as well as"
"69898","absolution","absolution","-1","21","is a sacrilege to receive communion unless they have received *absolution* for their mortal sins having received communion is proof that they have been to confession and have not been denied *absolution* perhaps on the grounds of being a labour activist"
"39261","abstain","abstaining","-1","75","the vote we are the voice of those who are *abstaining* because we are against the establishment of the machinery for close consultation and collaboration between the two governments on the following lines a defence council in malta of which the maltese prime minister would be a member the council would be used to inform the maltese government of developments in defence and foreign affairs and for the discussion of these matters insofar as they affect malta we are the voice of those who are *abstaining* because we are indifferent as to whether there will"
"47343","abstention","abstentions","-1","15","a more substantial adverse vote whatever may be said about *abstention* which can indicate a whole range of different political feelings a given number of *abstentions* cannot possibly be reckoned as the equivalent of a"
"40980","abuse","abused","-1","34","are particularly feeble to my ears because they cannot be *abused* a sacred word is a kind of pharmakon all the more powerful because it walks on the eggshells of blasphemy you can believe in a medicine's effectiveness because you know it can be *abused* by taking too much of it or too little"
"41065","abuse","abused","-1","85","in a medicine's effectiveness because you know it can be *abused* by taking too much of it or too little or taking it in the wrong context or at the wrong time if a sacred word finds itself butted up against unfavourable syllables perhaps or finds itself in a hostile mouth a word like ostja or alla suddenly becomes profane but to my ears these words become over the counter words when conveyed in english they are not embedded in that protocol of worship and taboo that i grew up with and if they are *abused* it is to no great effect they are polite"
"36548","accent","accent","8872","45","the maltese component was heavily misted over by a foreign *accent* although it was not clear which one calculated to give the impression of someone struggling with the local language it allowed an internal kind of colonisation where class could be reinterpreted in colonial terms it was an abstraction of a more northern more european *accent* it had no glottal stops for instance to restrict"
"97001","accusation","accusations","-1","78","the church more than once there has been made amongst *accusations* that the church shows no interest or love towards the poor or the worker there are amongst those who think and they have difficulty in saying in public that sooner or later war between workers and the church must be made because the church supports and is the ally of the upper classes can a calumny greater than this be spread among those who do not know our christian religion we who know are not surprised at *accusations* like these we know their aim is to eliminate"
"80032","acetylcholine","acetylcholine","-1","44","into the tissue binding to ligand gated ion channels nicotinic *acetylcholine* receptors once the nicotine had paid its tribute its small contribution to the libidinal economy dopamine was released into the mesolimbic area the corpus striatum the frontal cortex and the shell of the nucleus accumbens endorphins and neurotransmitters were released as were norepinephrine *acetylcholine* serotonin gamma aminobutyric acid and glutamate each bringing something"
"58861","acquit","acquitted","-1","12","take him to court for slander but the priest was *acquitted* among celebratory scenes outside the court and pro gonzi demonstration the *acquitted* priest was carried shoulder high through the streets history"
"73108","aesthetic","aesthetic","-1","27","will be erected for that week of the festa the *aesthetic* is late nineteenth century either because the artefacts really are dating back to the first years of the club or because that is now the fixed *aesthetic* of the celebrations handed down father to son by"
"120800","agius","agius","-1","37","execute his plan some members of the cabinet recommended anton *agius* who had already been commissioned to build a worker's monument to commemorate the fiftieth anniversary of the general workers union which would sit in the centre of one of the busiest roundabouts on the island when *agius* presented his plans mintoff dismissed them out of hand"
"82771","agree","agrees","7775","9","place if we had said to ourselves now if nobody *agrees* with us we will be fools if nobody *agrees* with us we will suffer at the hands of"
"109835","airfield","airfield","-1","10","for secret weapons development especially given its smattering of disused *airfields* and military buildings bunkers and fortifications the former raf *airfield* at ħal far became the research and test centre"
"109871","alfa","alfa","-1","24","ħal far became the research and test centre for the *alfa* ballistic missile manufactured by aeritalia and snia bpd under the command of the gruppo di realizzazione speciale interforze several test firings of the *alfa* were carried out successfully and publicised after the fact"
"32972","align","aligned","-1","5","way things will be which is why we need to *align* our interests as we *aligned* our interests in wartime we need to align them"
"32980","align","align","9492","8","is why we need to *align* our interests as we *aligned* our interests in wartime we need to align them in an age of peace we hope this"
"33028","align","aligned","-1","48","as we *aligned* our interests in wartime we need to *align* them in an age of peace we hope this is what we are all looking forward to we cannot rely on another war god forbid that our prosperity is dependent on war that we only thrive at the cost of another's misery our interests need to be aligned with britain's during peace which is why if they"
"56465","align","aligned","-1","25","organising the festi the bands and the fireworks tended to *align* themselves with one or the other of the churches the younger club itself frequently a breakaway club and not always fully accepted and traditionally *aligned* with labour now tended to turn to the church"
"120671","allegorical","allegorical","-1","80","proposals for the freedom monument were the usual lot of *allegorical* figures nude women that were meant to represent the eternal nation the beleaguered melita now resplendent rejoicing with her neighbours freed from colonial oppression maybe dressed in a wisp of gauzy fabric by the weight of her breasts by the swell of her hips you could somehow infer the nation's struggle and ultimate triumph she is now a sovereign member of that empyrean sisterhood together with britannia herself and liberty marianne polonia germania italia turrita and all the other *allegorical* women all of them daughters of clio that look"
"106286","ally","allies","-1","10","been great friends of the church but we must choose *allies* amongst those we are granted we are not exactly *allies* but we do have common interests and we are"
"69750","altar","altar","-1","35","any time between easter and pentecost the parishioner approaches the *altar* for communion during sunday mass and once the priest has placed the eucharist on their tongue and the most profound mystery of the catholic church has been performed they hand the voucher to the *altar* boy at his side who in return hands them"
"96940","amongst","amongst","7518","18","of the church more than once there has been made *amongst* accusations that the church shows no interest or love towards the poor or the worker there are *amongst* those who think and they have difficulty in saying"
"46395","amuse","amused","-1","53","this matter closely is bound to agree we were somewhat *amused* to hear the secretary of state so breezily and matter of factly rehearse arguments that we have ourselves sweated blood to convey to british ministers and civil servants over the past decade and if we did not feel so close to achieving our aim then perhaps we would be more bitter than *amused* he also felt he could pat himself on the"
"56108","anglican","anglican","-1","53","reached he expelled these priests from their parishes although the *anglican* cathedral and the several other churches were more than ready to offer them premises that would have been a far from ideal solution for them they did not want to confirm gonzi's suspicion that they were beholden to the church of england they called themselves catholic as did for that matter the *anglican* church for a few months many of these congregations"
"105141","anglican","anglicans","-1","7","church's status in the constitution but as always liberal and *anglican* voices or rather the voices of *anglicans* posing as liberals claim that it is of utmost"
"6984","anthem","anthem","-1","7","enthusiasm as can be applied to that dreary hymn the *anthem* of the british labour party an *anthem* which rather than the quickening of revolution rather than"
"7010","anthem","anthem","-1","26","dreary hymn the *anthem* of the british labour party an *anthem* which rather than the quickening of revolution rather than a call to the barricades evokes wet sunday evenings in the home counties more than an anthem it is a protestant hymn sung to the tune"
"14550","anxious","anxious","-1","69","our plans to raise funds locally through taxation we were *anxious* to discover britain's plans for distribution of marshall aid this money rushing in from the atlantic will not simply flow to our islands of its own accord channels have to be dug to ascertain its route justice does not flow automatically alas it must be guided and we wanted to know whether any plans had been drawn up for these channels this was the subject of our most *anxious* enquiries during our holiday in london after some wrangling"
"3249","apocalypse","apocalypse","-1","14","already under its mantle karl marx author of his own *apocalypse* is revealing himself to be that great antagonist predicted in a much older *apocalypse* we are told we exaggerate and yet we clearly"
"123420","apocalypse","apocalypse","-1","40","i had never really considered the possibility of a textbook *apocalypse* with jesus riding in on the clouds wearing clothes from the renaissance and angels blowing trumpets and beasts striding the earth the ever bowdlerising jesuits had long since abandoned their sponsorship of the baroque and taught me that the *apocalypse* was really an apocalypse of the heart or some"
"123424","apocalypse","apocalypse","-1","4","their sponsorship of the baroque and taught me that the *apocalypse* was really an *apocalypse* of the heart or some such obfuscation that judgment"
"123465","apocalypse","apocalypse","-1","41","baroque and taught me that the *apocalypse* was really an *apocalypse* of the heart or some such obfuscation that judgment was personal and ongoing and quotidian and that needless to say it was a judgment of love yes technically it could land you in hell but let's not dwell on that apocalypse simply meant revelation and god's revelation was about the"
"116203","apparition","apparition","-1","69","of space that seems to be asking for a marian *apparition* every catholic child can recognise these metaphysical booby traps and all around me the landscape seemed to be full of them threatening at any instant to upend my temporal existence a shallow natural cave perhaps or an artful arrangement of boulders around an empty space or even an unoccupied niche carved into the outside wall of a house each one an open mouth yawning with hunger for an *apparition* by that law of topology that seems to require"
"84333","approach","approaching","-1","94","the first workers to challenge the union directives dawn was *approaching* and all we could think of was whether the buses would work after all we covered the surface of the road with loose stones but some drivers were getting out of their bus picking up the stones and throwing them to the side then they would try to drive on in ponsonby st gżira we saw a bus at the terminus the driver had turned the engine on it shuddered alive we started walking towards him to ask why why was he going to work today he didn't seem pleased to see us *approaching* and showed no intention of talking to us instead"
"89405","approach","approaching","-1","79","a few commandos at the same time other protesters were *approaching* everyone started throwing stones at the commandos they withdrew from the seaward side to corradino hill a small crowd climbed on the first ferry we found buckets that we thought were filled with diesel and poured them onto the deck to set it on fire but the buckets were filled with water not diesel so we grabbed tools and iron rods and tried to break up the ferry with blows instead someone cried out that the commandos were *approaching* and we jumped onto the pier the english soldiers"
"29648","arab","arabs","-1","8","very beginning the beginning in this case is when fatimid *arabs* returned from sicily accompanied by their slaves *arabs* of the aghlabid dynasty had taken the islands in"
"71489","arable","arable","-1","13","no more than twenty or thirty such farms the remaining *arable* land is bitterly fought over by its inheritors despite legislation that ensures *arable* land is passed undivided to the next generation sometimes"
"18283","arbitration","arbitration","9274","33","situation has been exacerbated by the award of the recent *arbitration* tribunal there is no question whatsoever of retaliation since even after the discharges only half of the additional cost will have been offset that although the award of these thousand by the *arbitration* tribunal and the present dismissals were certainly related we"
"48656","archbishop","archbishop","-1","56","do not seem to understand roy jenkins said that the *archbishop* has never come out against integration as such what he has been against is integration without adequate guarantees he has always been a great deal more concerned about guarantees against the government of malta than guarantees against the government or parliament of the united kingdom it may be open to doubt to what extent the *archbishop* is entitled to guarantees against a government freely elected"
"48684","archbishop","archbishop","-1","28","it may be open to doubt to what extent the *archbishop* is entitled to guarantees against a government freely elected by the people of malta however he added that there is a possibility of further negotiations between the *archbishop* and the prime minister although there is one essential"
"48727","archbishop","archbishop","-1","43","that there is a possibility of further negotiations between the *archbishop* and the prime minister although there is one essential precondition to those negotiations being successful this is that her majesty's government should give the impression that they are serious about integration if that is the case he said he believes that the *archbishop* would be willing to negotiate and rightly that we"
"94444","archbishop","archbishops","-1","4","take place in the second half of july the cardinal *archbishop* of westminster and *archbishops* from canada and australia were coming and we hope"
"99135","archbishop","archbishop","-1","74","the favour and bring with him a medal for the *archbishop* from generalissimo francisco franco gonzi made a speech in italian which is still the curia's official language after all then a brief summary in english for the benefit of our governor his excellency sir maurice dormer who was first in line to congratulate sir michael for being invested with the grand cross of the order of st raymond of peñafort by a fascist dictator from the junta to the ġunta this is the archbishop's apotheosis this is precisely what he and his lackeys"
"1797","archipelago","archipelago","-1","17","and the two islands clad in sudden darkness the miniature *archipelago* of a greater and a lesser island also looked very much like a vision of the *archipelago* on which we stood itself consisting of a greater"
"34445","archipelago","archipelago","-1","19","mediterranean with their islands in the atlantic to form one *archipelago* he seems to think or wants us to think that we can be an integral part of this *archipelago* and yet not be captured by all of their"
"59721","asleep","asleep","-1","87","arctic sleeping habits for half the year he would be *asleep* all the time upstairs on the bed curled up on his side his arms cradling his head through the house's ventilation system would come the shifting complicated sound of his snores and hampered breathing and apnoea in the bedroom crowded with brand new carved mahogany furniture a shaded box of cool limestone in the top corner of the house assailed from the outside by the immobile sun of an august afternoon the light making the heavy curtains incandescent with the ripening day downstairs he would fall *asleep* sitting upright on an armchair that lay in a"
"93475","assert","asserted","-1","51","her womb it was a particularly irksome formulation for cathars *asserting* that their beloved mary was after all the prison of flesh that had incubated christ's flesh mary's role would continue to get ever more complex and paradoxical embodying both fecundity and chastity being the channel for christ's incarnation while herself having borne no stain of original sin as would be *asserted* by the dogma of the immaculate conception finally promulgated"
"104060","assure","assured","8868","48","of the entire house including our friends there who have *assured* us it won't happen so let borg olivier enjoy the savoy let him enjoy dinner at the gondoliers room let him have his martinis in the american bar we don't begrudge him any of it in fact we wish he would not be so anxious england has *assured* him it will respect our culture in return for"
"112394","assure","assured","8868","22","future if it is felt that circumstances have changed he *assured* him privately that britain had absolutely no plan to keep a nuclear stockpile in malta except for temporary storage also he *assured* him that such a need arising was a very"
"92417","attitude","attitudes","7593","28","the sex itself they were fine with procreation meanwhile gnostic *attitudes* to sex were said to range from total indulgence to prohibition depending on which of the many groups and factions was under consideration the entire spectrum of *attitudes* was predicated on the evil nature of the material"
"6109","attlee","attlee","-1","40","as one of the leaders of the victorious nations and *attlee* was invited as an observer when parading soldiers passed before them and churchill made the v sign that has served him so well in the past few years the war weary soldiers had no time for him it was *attlee* standing behind him that they cheered and called out"
"6145","attlee","attlee","-1","36","war weary soldiers had no time for him it was *attlee* standing behind him that they cheered and called out for then when at long last the men still stationed in the far east had voted and all the ballots were unsealed and the votes counted *attlee* could proclaim that this is the first time in"
"7351","attlee","attlee","-1","75","come back from a delegation to london to meet clement *attlee* the british prime minister we are informed that mr mintoff had assumed this would be a great reunion and why not after all the british government is now staffed by men who had been his mentors just a few years ago and this fact only served to cast an even darker shadow on the outcome he flew into london thinking the british empire was now a union of soviets but he discovered that mr *attlee* and his men are more english than they are"
"7368","attlee","attlee","-1","17","now a union of soviets but he discovered that mr *attlee* and his men are more english than they are socialist this gives us some hope mr *attlee* and mr creech jones and all the others may"
"4178","attract","attract","7553","23","a doctor making house calls and this is where he *attracts* his most ardent followers but he clearly has ambitions beyond his constituency so in the pages of the dawn he tries to *attract* the attention of the party's more extreme elements and"
"71670","attract","attracting","-1","19","forces or at the dockyard there are repeated attempts to *attract* foreign investors although many companies are wary of the government's distributism much effort has thus been put in *attracting* the kind of foreign investment that would be congenial"
"102934","backbencher","backbencher","-1","81","later she gets a call from another local politician a *backbencher* in government to inform her that he had taken the initiative and checked on her behalf and sadly we were not due a grave this time round my mother smelt a rat and suspected that he had manipulated the list so that he could buy the graves himself cheaply and then trade them on the open market where they were extremely prized she called the health department again and they said they had not given any such information to the *backbencher* she called the health minister and asked him if"
"21335","backstage","backstage","-1","8","are allowed to share in europe's political and economic revival *backstage* there is sleight of hand and barbarity *backstage* are the ever revised constitutions and protocols by which"
"94147","bailey","bailey","7966","22","and even beauty pageants mintoff had gained at first when bailey's took the dockyard over but was now losing ever since the predicted lay offs had not come about we are urging bailey's to start new industries and he was seeing them"
"28108","ballot","ballot","8774","36","had had sufficient time to settle their differences when the *ballots* were cast the result was a perfect draw the chairman was asked to cast his deciding vote but he refused saying that all other votes had been anonymous whereas his would be public a second *ballot* was run and now the motion did not pass"
"38987","ballot","ballot","8774","83","being accompanied by a designated person who is marking the *ballot* paper on our behalf and we are illiterate we are the voice of those who think they are voting no to this meaning that the new constitutional relationship would leave intact the power of the people of malta to protect their own religion and their own ecclesiastical establishment her majesty's government would confirm the assurances they have already given in regard to religious matters but we can't be certain because we are being accompanied by a designated person who is marking the *ballot* paper on our behalf and we are illiterate we"
"84404","bang","banged","-1","47","straight at us we moved aside just in time we *banged* against the panels against the side of his bus with our fists but he drove on by now we knew if the buses were not stopped they would work we went to talk to another driver he started the engine when he saw us coming we *banged* against the panels it rippled like thunder a window"
"55175","barbecue","barbecue","-1","69","a younger colleague as he has planned since the annual *barbecue* in mid july her heels already parked by the wall half her make up on his collar this is the day when nearly everything goes it has come to occupy the place that carnival once had during the annual christmas party food is wasted wine is drunk sexual tension is reset the pairings and bust ups that take place during the day will provide enough gossip until the *barbecue* the poor of the neighbouring countries offer of their"
"66870","barricade","barricade","-1","25","longer feel safe british commandos have set up barbed wire *barricades* blocking off certain streets you can no longer simply walk through the city the top of st paul street is blocked off by a *barricade* to protect the strickland press barricades block off many"
"66876","barricade","barricades","-1","6","top of st paul street is blocked off by a *barricade* to protect the strickland press *barricades* block off many other junctures the city is overrun"
"87607","barricade","barricade","-1","36","were at the bottom of the hill the road was *barricaded* from one side to another and it's a very wide road four lanes there was a workshop there some small foundry they manufactured pipes and garden furniture things like that garage doors and gates the *barricade* was made of stones and metal objects that the"
"87703","barricade","barricade","-1","96","garden furniture things like that garage doors and gates the *barricade* was made of stones and metal objects that the men had found outside this workshop we saw a car approaching and we realised that it was archbishop gonzi we were surprised and you could see it in everyone's eyes that for a few seconds we didn't know what to do we were confused about how we should treat him in the end we had a word with the driver and advised him how best to proceed which roads to avoid and which were safe we moved some oil drums aside some large stones opened the *barricade* and let them through then we built up the"
"87713","barricade","barricade","-1","10","moved some oil drums aside some large stones opened the *barricade* and let them through then we built up the *barricade* again the police tried to recapture the south by"
"87726","barricade","barricades","-1","13","barricade and let them through then we built up the *barricade* again the police tried to recapture the south by going round the *barricades* we'd built first they tried from the tarxien side"
"87988","barricade","barricades","-1","76","at the bottom of corradino hill the police approached the *barricades* but we were ready for them there were two rows of riot police there and standing right behind them we could see commandos dressed as if they were police the police were in front bandy legged cannon fodder the well fed commandos were bringing up the rear we were anxious that they might open fire like they had done in four people had died that day forty years ago gathered on our side of the *barricades* there were a few hundred of us it looked"
"74777","basement","basement","8558","37","of domestic improvement that sees them camped out in the *basement* or garage and leaving the rest of the house unused they become servants in their own house and see most of its rooms only when cleaning them while they sleep in their cramped apartment in the *basement* or garage the ghost of their aspirations stalks the"
"78748","battle","battles","-1","3","show their teeth we have other things to do other *battles* to fight *battles* of our own the hour of our trial has"
"78768","battle","battles","-1","20","we have other things to do other *battles* to fight *battles* of our own the hour of our trial has come we who in the past have fought so many battles for other people now have the chance to prove"
"78829","battle","battles","-1","61","come we who in the past have fought so many *battles* for other people now have the chance to prove to the world that we have grown into a nation to earn the respect of other nations we must show that we are prepared to fight the battle for our rights with more vigour and with greater sacrifices and determination than we have shown in the past when fighting other people's *battles* before god we say that we are right now"
"64576","battleship","battleship","-1","7","and sisters that are trying to rid this sea of *battleships* and navies and military encampments the *battleship* is no longer the engine of history this sea"
"66205","beg","begging","-1","8","that is still a dependence of another sort that is *begging* with another name but it is still *begging* being dependent on a foreigner's ignorance is little better"
"61886","behave","behaves","-1","10","reading out the message he had received mintoff was simply *behaving* in exactly the same way that everyone says he *behaves* when playing boċċi which he only does for the"
"122796","bell","bells","-1","17","enact the moment the actions they had just performed the *bells* of st lawrence rang out just a few metres away and they were joined by the *bells* of other churches all over the island at am"
"11116","belong","belongs","8169","6","non bovem non asinum and that right to property which *belongs* naturally to individual persons likewise *belongs* to a man in his capacity of paterfamilias it"
"37706","betray","betrayed","-1","3","lady of sorrows jesus christ on a donkey jesus christ *betrayed* and then *betrayed* three times more lashed forty times lashed to a"
"43466","bevan","bevan","-1","2","the catholic church his sentiments were echoed by mr aneurin *bevan* mr *bevan* is a great friend of mr mintoff's and we"
"43754","bevan","bevan","-1","61","qua nation will be obliterated labour's supposed great friend mr *bevan* called the current proposal a fiction integration is a fiction he said but fictions are useful there is a lot to be said for fiction in the making of constitutions as well as in the law courts it does sometimes happen that what starts as a fiction grows into a tangible fact it has happened over and over again mr *bevan* said that peoples who have been joined together by"
